,supplier_id,account_id,date_issue,timestamp,company_id,id,credit,amount,descrition,file,debit,balance,name,slug,department_id
5817,2842,,2022-02-10,2022-02-11 10:37:28.501513,2,5879,19193.91,19193.91,CONFIRMING BBVA,file/receipt_note/img11022022_0001.pdf,,,CONFIRMING BBVA,confirming-bbva-245,
5818,3427,,2022-02-14,2022-02-14 09:43:33.942533,1,5880,0.0,0.0,*******EMBARGO AEAT 07/02/2022*******,file/receipt_note/EMB_ADRIAN_ALACART_7_FEB_2022.pdf,,,*******EMBARGO AEAT 07/02/2022*******,embargo-aeat-07022022,
5819,3427,,2022-02-14,2022-02-14 09:47:42.890689,1,5881,0.0,0.0,*****CONTESTACION AEAT 14/02/2022*****,file/receipt_note/PDF14104646.pdf,,,*****CONTESTACION AEAT 14/02/2022*****,contestacion-aeat-14022022,
5820,3631,,2022-02-07,2022-02-14 10:44:03.232196,1,5882,0.0,0.0,*******EMBARGO AEAT 07/02/2022*******,file/receipt_note/Multiserv.PM_07_02_2022.pdf,,,*******EMBARGO AEAT 07/02/2022*******,embargo-aeat-07022022-2,
5821,3631,,2022-02-14,2022-02-14 10:54:22.219908,1,5883,0.0,0.0,*****CONTESTACION AEAT 14/02/2022*****,file/receipt_note/PDF1411536.pdf,,,*****CONTESTACION AEAT 14/02/2022*****,contestacion-aeat-14022022-2,
5824,3520,,2022-02-15,2022-02-15 12:58:22.585117,1,5886,20755.79,20755.79,CONFIRMING SANTANDER,file/receipt_note/img15022022_0019.pdf,,,CONFIRMING SANTANDER,confirming-santander-475,
5826,118,,2022-02-16,2022-02-16 17:17:31.080370,1,5888,1765.95,1765.95,CONFIRMING CAJAMAR,file/receipt_note/img16022022_0014.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1050,
5827,3666,,2022-02-16,2022-02-16 17:23:10.767911,1,5889,683.35,683.35,CONFIRMING CAJAMAR,file/receipt_note/img16022022_0015.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1051,
5831,3541,,2022-02-16,2022-02-17 12:10:26.350415,1,5893,1561.43,1561.43,CONFIRMING CAIXA,file/receipt_note/img17022022_0003.pdf,,,CONFIRMING CAIXA,confirming-caixa-316,
5833,2862,,2022-02-08,2022-02-17 13:01:05.339054,1,5895,0.0,0.0,Regularización consumo,file/receipt_note/carta_regularizacion_consumo.pdf,,,Regularización consumo,regularizacion-consumo,
5834,1708,,2022-02-17,2022-02-17 13:04:18.011882,1,5896,0.0,0.0,nuevos precios ,file/receipt_note/nuevos_precios_nave.pdf,,,nuevos precios ,nuevos-precios,
5836,3749,,2022-02-16,2022-02-17 16:05:51.967916,1,5898,1193.06,1193.06,CONFIRMING CAIXA,file/receipt_note/img17022022_0009.pdf,,,CONFIRMING CAIXA,confirming-caixa-319,
5838,3044,,2022-02-14,2022-02-17 16:11:45.758055,1,5900,1634.11,1634.11,CONFIRMING SANTANDER,file/receipt_note/img17022022_0012.pdf,,,CONFIRMING SANTANDER,confirming-santander-476,
5841,3552,,2022-02-17,2022-02-17 16:28:36.843907,1,5903,6897.0,6897.0,CONFIRMING SANTANDER,file/receipt_note/img17022022_0017.pdf,,,CONFIRMING SANTANDER,confirming-santander-479,
5847,3715,,2022-02-18,2022-02-18 12:19:09.856985,1,5909,14285.35,14285.35,CONIRMING SANTANDER,file/receipt_note/img18022022_0021.pdf,,,CONIRMING SANTANDER,conirming-santander,
5848,3722,,2022-02-18,2022-02-18 12:41:48.678537,1,5910,5743.27,5743.27,CONFIRMING SANTANDER,file/receipt_note/img18022022_0023.pdf,,,CONFIRMING SANTANDER,confirming-santander-484,
5850,922,,2022-02-18,2022-02-21 11:07:37.387733,1,5912,895.4,895.4,CONFIRMING CAJAMAR,file/receipt_note/img21022022_0006.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1055,1.0
5851,2889,,2022-02-18,2022-02-21 11:11:05.311600,1,5913,448.06,448.06,CONFIRMING CAJAMAR,file/receipt_note/img21022022_0007.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1056,1.0
5853,3476,,2022-02-18,2022-02-21 11:17:21.650407,1,5915,721.16,721.16,CONFIRMING CAJAMAR,file/receipt_note/img21022022_0009.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1058,1.0
5854,6,,2022-02-21,2022-02-22 08:18:31.931433,1,5916,8328.43,8328.43,CONFIRMING SANTANDER,file/receipt_note/img22022022_0004.pdf,,,CONFIRMING SANTANDER,confirming-santander-485,
5856,3626,,2022-02-22,2022-02-22 11:49:47.189882,1,5918,8102.57,8102.57,CONFIRMING CAIXA,file/receipt_note/img22022022_0024.pdf,,,CONFIRMING CAIXA,confirming-caixa-320,
5858,3763,,2022-02-22,2022-02-22 11:55:00.584974,1,5920,9675.35,9675.35,CONFIRMING CAIXA,file/receipt_note/img22022022_0026.pdf,,,CONFIRMING CAIXA,confirming-caixa-322,
5861,3518,,2022-02-23,2022-02-24 10:57:27.964185,1,5923,34125.0,34125.0,CONFIRMING BANKIA,file/receipt_note/img24022022_0001.pdf,,,CONFIRMING BANKIA,confirming-bankia-778,
5862,3518,,2022-02-23,2022-02-24 10:59:45.827021,1,5924,23000.0,23000.0,CONFIRMING SANTANDER,file/receipt_note/img24022022_0002.pdf,,,CONFIRMING SANTANDER,confirming-santander-486,
5863,3518,,2022-02-23,2022-02-24 15:43:52.736889,1,5925,20000.0,20000.0,CONFIRMING CAIXA POPULAR,file/receipt_note/img24022022_0003.pdf,,,CONFIRMING CAIXA POPULAR,confirming-caixa-popular-158,
5864,2842,,2022-02-24,2022-02-24 16:00:33.861078,1,5926,16782.31,16782.31,CONFIRMING SANTANDER,file/receipt_note/img24022022_0004.pdf,,,CONFIRMING SANTANDER,confirming-santander-487,
5867,1853,,2022-02-24,2022-02-24 16:21:01.099435,1,5929,5517.6,5517.6,CONFIRMING SANTANDER,file/receipt_note/img24022022_0008.pdf,,,CONFIRMING SANTANDER,confirming-santander-488,
5870,3583,,2022-02-23,2022-02-25 11:02:50.762633,1,5932,696.41,696.41,CONFIRMING CAJAMAR,file/receipt_note/img25022022_0002.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1060,
5871,3767,,2022-02-23,2022-02-25 11:06:21.817186,1,5933,2193.73,2193.73,CONFIRMING CAJAMAR,file/receipt_note/img25022022_0003.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1061,
5872,1909,,2022-02-23,2022-02-25 11:16:04.444765,1,5934,1694.0,1694.0,CONFIRMING CAJAMAR,file/receipt_note/img25022022_0004.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1062,
5873,2875,,2022-02-23,2022-02-25 11:20:08.264302,1,5935,756.25,756.25,CONFIRMING CAJAMAR,file/receipt_note/img25022022_0005.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1063,
5875,2419,,2022-02-28,2022-02-28 12:04:31.242877,1,5937,2885.38,2885.38,CONFIRMING SANTANDER,file/receipt_note/1_4.pdf,,,CONFIRMING SANTANDER,confirming-santander-489,
5876,3336,,2022-02-25,2022-02-28 15:23:29.002502,1,5938,13063.52,13063.52,CONFIRMING CAJAMAR,file/receipt_note/img28022022_0012.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1064,
5877,875,,2022-02-28,2022-02-28 15:55:00.662908,1,5939,9395.65,9395.65,CONFIRMING SANTANDER,file/receipt_note/img28022022_0016.pdf,,,CONFIRMING SANTANDER,confirming-santander-490,
5878,3715,,2022-02-25,2022-02-28 15:58:29.171071,1,5940,16879.5,16879.5,CONFIRMING SANTANDER,file/receipt_note/img28022022_0017.pdf,,,CONFIRMING SANTANDER,confirming-santander-491,
5881,3391,,2022-02-28,2022-03-01 08:31:58.199432,1,5943,-1709.0,-1709.0,DEVOLUCION CAIXA 8624,file/receipt_note/Dev_fianza.pdf,,,DEVOLUCION CAIXA 8624,devolucion-caixa-8624-4,
5884,3388,,2022-02-28,2022-03-01 08:59:33.529389,1,5946,8069.09,8069.09,CONFIRMING CAJAMAR,file/receipt_note/img01032022_0004.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1067,
5886,120,,2022-03-01,2022-03-01 11:32:08.210214,1,5948,2038.15,2038.15,CONFIRMING SANTANDER,file/receipt_note/img01032022_0044.pdf,,,CONFIRMING SANTANDER,confirming-santander-492,
5887,1100,,2022-03-01,2022-03-01 11:37:59.685912,1,5949,-175.45,-175.45,ANULACION PAGARÉ VTO 15/02/22 (EXTRAVIO),file/receipt_note/CARTA_ANULACION_PAGARE.pdf,,,ANULACION PAGARÉ VTO 15/02/22 (EXTRAVIO),anulacion-pagare-vto-150222-extravio,
5889,3634,,2022-03-02,2022-03-02 16:00:14.449033,1,5951,36226.92,36226.92,CONFIRMING CAJAMAR,file/receipt_note/img02032022_0041.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1069,
5892,3552,,2022-03-02,2022-03-02 16:49:06.149802,1,5954,1089.0,1089.0,CONFIRMING SANTANDER,file/receipt_note/img02032022_0045.pdf,,,CONFIRMING SANTANDER,confirming-santander-493,
5893,3715,,2022-03-03,2022-03-03 15:28:13.438315,1,5955,21000.0,21000.0,CONFIRMING SANTANDER,file/receipt_note/img03032022_0033.pdf,,,CONFIRMING SANTANDER,confirming-santander-494,
5894,255,,2022-03-03,2022-03-03 15:31:05.203839,1,5956,1698.81,1698.81,CONFIRMING SANTANDER,file/receipt_note/img03032022_0034.pdf,,,CONFIRMING SANTANDER,confirming-santander-495,
5896,2842,,2022-03-04,2022-03-04 16:20:30.752664,1,5958,22000.0,22000.0,CONFIRMING SANTANDER,file/receipt_note/img04032022_0027.pdf,,,CONFIRMING SANTANDER,confirming-santander-497,
5900,3506,,2022-03-03,2022-03-07 17:28:02.978346,1,5962,67.86,67.86,PAGADO TARJETA,,,,PAGADO TARJETA,pagado-tarjeta-53,
5901,3656,,2022-03-08,2022-03-08 09:04:11.418514,1,5963,11967.92,11967.92,CONFIRMING CAIXA POPULAR,file/receipt_note/img08032022_0014.pdf,,,CONFIRMING CAIXA POPULAR,confirming-caixa-popular-164,
5903,3763,,2022-03-08,2022-03-08 15:50:28.393176,1,5965,7752.25,7752.25,CONFIRMING CAIXA,file/receipt_note/img08032022_0015.pdf,,,CONFIRMING CAIXA,confirming-caixa-328,
5904,1347,,2022-03-08,2022-03-08 16:10:01.559078,1,5966,32279.0,32279.0,CONFIRMING CAIXA,file/receipt_note/img08032022_0016.pdf,,,CONFIRMING CAIXA,confirming-caixa-329,
5905,2571,,2022-03-09,2022-03-09 08:21:27.372207,1,5967,0.0,0.0,POLIZA SEGURO,file/receipt_note/PolizaSeguro-08032022102055.pdf,,,POLIZA SEGURO,poliza-seguro,
5906,3065,,2022-03-09,2022-03-09 11:22:06.008797,1,5968,0.0,0.0,*******EMBARGO AEAT 09/03/2022*******,file/receipt_note/Embargo_Proyect_Sual.pdf,,,*******EMBARGO AEAT 09/03/2022*******,embargo-aeat-09032022,
5907,875,,2022-03-09,2022-03-09 12:05:33.586304,1,5969,0.0,0.0,*******EMBARGO AEAT 09/03/2022*******,file/receipt_note/Embargo_Carpint_Leblanc_1.pdf,,,*******EMBARGO AEAT 09/03/2022*******,embargo-aeat-09032022-2,
5908,2762,,2022-03-09,2022-03-09 12:13:15.365098,1,5970,0.0,0.0,*******EMBARGO AEAT 09/03/2022*******,file/receipt_note/Embargo_Art_y_Design.pdf,,,*******EMBARGO AEAT 09/03/2022*******,embargo-aeat-09032022-3,
5909,2842,,2022-03-09,2022-03-09 17:10:06.744103,2,5971,22694.51,22694.51,CONFIRMING BBVA,file/receipt_note/img09032022_0056.pdf,,,CONFIRMING BBVA,confirming-bbva-249,
5910,3836,,2022-03-11,2022-03-11 11:28:11.338981,1,5972,4432.11,4432.11,CONFIRMING SANTANDER,file/receipt_note/1_5.pdf,,,CONFIRMING SANTANDER,confirming-santander-499,
5913,3656,,2022-03-10,2022-03-11 11:51:54.288887,1,5975,17442.32,17442.32,CONFIRMING CAIXA,file/receipt_note/2_5.pdf,,,CONFIRMING CAIXA,confirming-caixa-330,
5915,3728,,2022-03-11,2022-03-11 12:07:47.325484,1,5977,3553.68,3553.68,CONFIRMING SANTANDER,file/receipt_note/4_1.pdf,,,CONFIRMING SANTANDER,confirming-santander-503,
5916,3832,,2022-03-10,2022-03-11 12:29:12.640903,1,5978,1429.01,1429.01,CONFIRMING CAJAMAR,file/receipt_note/1_7.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1071,1.0
5917,2889,,2022-03-10,2022-03-11 12:30:54.019132,1,5979,1290.04,1290.04,CONFIRMING CAJAMAR,file/receipt_note/1_8.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1072,1.0
5919,384,,2022-03-10,2022-03-11 12:33:17.254563,1,5981,8403.95,8403.95,CONFIRMING CAJAMAR,file/receipt_note/1_10.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1074,
5920,3300,,2022-03-10,2022-03-11 12:34:14.461913,1,5982,2420.0,2420.0,CONFIRMING CAJAMAR,file/receipt_note/1_11.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1075,
5922,3666,,2022-03-10,2022-03-11 12:35:55.157877,1,5984,6752.41,6752.41,CONFIRMING CAJAMAR,file/receipt_note/1_13.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1077,
5924,3715,,2022-03-11,2022-03-11 16:00:59.268528,1,5986,21157.5,21157.5,CONFIRMING SANTANDER,file/receipt_note/3_1.pdf,,,CONFIRMING SANTANDER,confirming-santander-504,
5928,118,,2022-03-14,2022-03-14 17:17:49.399189,1,5990,7285.18,7285.18,CONFIRMING CAJAMAR,file/receipt_note/SAdministra22031419360.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1078,
5931,3530,,2022-03-14,2022-03-15 08:46:13.073988,1,5993,2662.0,2662.0,CONFIRMING CAJAMAR,file/receipt_note/SAdministra22031511010_0003.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1079,
5932,3767,,2022-03-14,2022-03-15 08:47:40.865058,1,5994,2193.73,2193.73,CONFIRMING CAJAMAR,file/receipt_note/SAdministra22031511010_0003_1.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1080,
5933,973,,2022-03-14,2022-03-15 08:49:04.821391,1,5995,5278.63,5278.63,CONFIRMING CAJAMAR,file/receipt_note/SAdministra22031511010_0003_2.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1081,
5935,6,,2022-03-10,2022-03-15 09:55:27.955536,1,5997,-20.0,-20.0,-JUAN LOPEZ DA 20€ A UN OPERARIO ACEJASA SEMANA 28/02-,,,,-JUAN LOPEZ DA 20€ A UN OPERARIO ACEJASA SEMANA 28/02-,juan-lopez-da-20-a-un-operario-acejasa-semana-280,
5936,3775,,2022-03-15,2022-03-15 15:35:09.276889,1,5998,901.69,901.69,CONFIRMING CAJAMAR,file/receipt_note/SAdministra22031517560.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1083,
5940,3513,,2022-03-15,2022-03-15 15:39:13.624995,1,6002,677.6,677.6,CONFIRMING CAJAMAR,file/receipt_note/SAdministra22031517560_4.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1087,
5941,3666,,2022-03-15,2022-03-15 15:42:03.880224,1,6003,3513.48,3513.48,CONFIRMING CAJAMAR,file/receipt_note/SAdministra22031517560_5.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1088,
5944,3841,,2022-03-15,2022-03-15 16:50:44.997538,1,6006,1411.4,1411.4,CONFIRMING SANTANDER,file/receipt_note/prof_19697.pdf,,,CONFIRMING SANTANDER,confirming-santander-505,
5947,3065,,2022-03-16,2022-03-16 15:44:36.112791,1,6009,0.0,0.0,*****CONTESTACION AEAT 16/03/2022*****,file/receipt_note/PDF16164342.pdf,,,*****CONTESTACION AEAT 16/03/2022*****,contestacion-aeat-16032022,
5948,2762,,2022-03-17,2022-03-17 08:39:36.408905,1,6010,0.0,0.0,*****CONTESTACION AEAT 17/03/2022*****,file/receipt_note/PDF1793836.pdf,,,*****CONTESTACION AEAT 17/03/2022*****,contestacion-aeat-17032022,
5950,371,,2022-03-17,2022-03-17 10:38:13.786155,1,6012,0.0,0.0,ORDEN DOMICILIACION,file/receipt_note/orden_SEPA.pdf,,,ORDEN DOMICILIACION,orden-domiciliacion,
5951,2842,,2022-03-17,2022-03-17 12:00:29.948936,1,6013,18650.62,18650.62,CONFIRMING BBVA,file/receipt_note/SAdministra22031714210_0001.pdf,,,CONFIRMING BBVA,confirming-bbva-250,
5952,2842,,2022-03-17,2022-03-17 12:01:36.200617,2,6014,4000.0,4000.0,CONFIRMING BBVA,file/receipt_note/SAdministra22031714210_0002.pdf,,,CONFIRMING BBVA,confirming-bbva-251,
5953,875,,2022-03-17,2022-03-17 12:01:40.805198,1,6015,0.0,0.0,*****CONTESTACION AEAT 17/03/2022*****,file/receipt_note/PDF17125832.pdf,,,*****CONTESTACION AEAT 17/03/2022*****,contestacion-aeat-17032022-2,
5955,3696,,2022-03-16,2022-03-17 12:04:19.443715,1,6017,7023.27,7023.27,CONFIRMING SANTANDER,file/receipt_note/SAdministra22031714210_0004.pdf,,,CONFIRMING SANTANDER,confirming-santander-506,
5956,875,,2022-03-17,2022-03-17 12:52:52.938852,2,6018,6534.0,6534.0,CONFIRMING BBVA,file/receipt_note/SAdministra22031715080.pdf,,,CONFIRMING BBVA,confirming-bbva-253,
5957,2437,,2022-03-17,2022-03-17 13:03:59.518813,1,6019,-38.14,-38.14,REGULARIZACION CTA. 2018,,,,REGULARIZACION CTA. 2018,regularizacion-cta-2018,
5958,3715,,2022-03-17,2022-03-17 16:15:54.845644,1,6020,21157.5,21157.5,CONFIRMING IBERCAJA,file/receipt_note/SAdministra.pdf,,,CONFIRMING IBERCAJA,confirming-ibercaja-475,
5961,875,,2022-03-11,2022-03-18 08:58:29.657928,1,6023,0.0,0.0,******CERTIFICADO LEVANT.EMBARGO******,file/receipt_note/Certificado_Levantam.embargo.pdf,,,******CERTIFICADO LEVANT.EMBARGO******,certificado-levantembargo,
5964,2889,,2022-03-17,2022-03-18 11:23:56.652758,1,6026,1467.08,1467.08,CONFIRMING CAJAMAR,file/receipt_note/SAdministra22031813381_2.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1092,1.0
5966,3715,,2022-03-21,2022-03-22 08:18:46.109807,1,6028,26136.0,26136.0,CONFIRMING BBVA,file/receipt_note/1_14.pdf,,,CONFIRMING BBVA,confirming-bbva-254,
5968,875,,2022-03-21,2022-03-22 14:35:02.771932,1,6030,0.0,0.0,******CERTIFICADO ESTAR AL CORRIENTE******,file/receipt_note/Certificado_AEAT_21_03_2022.PDF,,,******CERTIFICADO ESTAR AL CORRIENTE******,certificado-estar-al-corriente-3,
5969,3829,,2022-03-22,2022-03-23 08:37:49.714913,1,6031,9383.76,9383.76,CONFIRMING CAIXA,file/receipt_note/1_15.pdf,,,CONFIRMING CAIXA,confirming-caixa-334,
5971,875,,2022-03-22,2022-03-23 08:40:38.493210,1,6033,8000.0,8000.0,CONFIRMING BBVA,file/receipt_note/3_2.pdf,,,CONFIRMING BBVA,confirming-bbva-256,
5972,3239,,2022-03-22,2022-03-23 08:41:51.868086,1,6034,12128.62,12128.62,CONFIRMING CAIXA,file/receipt_note/4_2.pdf,,,CONFIRMING CAIXA,confirming-caixa-336,
5973,3520,,2022-03-22,2022-03-23 08:43:20.557305,1,6035,17683.78,17683.78,CONFIRMING CAIXA,file/receipt_note/5_1.pdf,,,CONFIRMING CAIXA,confirming-caixa-337,
5974,3300,,2022-03-23,2022-03-24 12:50:32.405984,1,6036,931.7,931.7,CONFIRMING CAIXA POPULAR,file/receipt_note/1_16.pdf,,,CONFIRMING CAIXA POPULAR,confirming-caixa-popular-167,
5977,3847,,2022-03-23,2022-03-24 12:56:21.158012,1,6039,646.8,646.8,CONFIRMING CAIXA POPULAR,file/receipt_note/1_19.pdf,,,CONFIRMING CAIXA POPULAR,confirming-caixa-popular-170,
5978,875,,2022-03-23,2022-03-24 15:44:05.392588,1,6040,9798.8,9798.8,CONFIRMING IBERCAJA,file/receipt_note/2_9.pdf,,,CONFIRMING IBERCAJA,confirming-ibercaja-476,
5979,3742,,2022-03-23,2022-03-24 15:49:17.216213,1,6041,1455.15,1455.15,CONFIRMING SANTANDER,file/receipt_note/3_3.pdf,,,CONFIRMING SANTANDER,confirming-santander-507,
5980,3518,,2022-03-24,2022-03-24 16:55:46.421165,1,6042,20000.0,20000.0,CONFIRMING SANTANDER,file/receipt_note/2_10.pdf,,,CONFIRMING SANTANDER,confirming-santander-508,
5981,3824,,2022-03-24,2022-03-24 17:05:32.029757,1,6043,1312.49,1312.49,CONFIRMING SANTANDER,file/receipt_note/SAdministra22032419250.pdf,,,CONFIRMING SANTANDER,confirming-santander-509,
5982,3849,,2022-03-24,2022-03-24 17:32:19.955989,1,6044,8929.14,8929.14,CONFIRMING CAIXA,file/receipt_note/SAdministra22032419510.pdf,,,CONFIRMING CAIXA,confirming-caixa-338,
5983,3044,,2022-03-25,2022-03-25 15:27:12.793771,1,6045,1337.17,1337.17,CONFIRMING SANTANDER,file/receipt_note/1_20.pdf,,,CONFIRMING SANTANDER,confirming-santander-510,
5984,120,,2022-03-25,2022-03-25 15:33:39.729825,1,6046,1277.76,1277.76,CONFIRMING SANTANDER,file/receipt_note/3_5.pdf,,,CONFIRMING SANTANDER,confirming-santander-511,
5985,2639,,2022-03-25,2022-03-25 15:40:30.520158,1,6047,3522.31,3522.31,CONFIRMING SANTANDER,file/receipt_note/5_2.pdf,,,CONFIRMING SANTANDER,confirming-santander-512,
5986,3626,,2022-03-24,2022-03-25 15:41:38.267497,1,6048,3288.52,3288.52,CONFIRMING CAIXA,file/receipt_note/6.pdf,,,CONFIRMING CAIXA,confirming-caixa-339,
5988,2419,,2022-03-28,2022-03-28 16:29:01.404629,1,6050,1636.98,1636.98,CONFIRMING SANTANDER,file/receipt_note/SAdministra22032818450.pdf,,,CONFIRMING SANTANDER,confirming-santander-513,
5989,3044,,2022-03-29,2022-03-29 11:25:33.610752,1,6051,2011.63,2011.63,CONFIRMING SANTANDER,file/receipt_note/01.pdf,,,CONFIRMING SANTANDER,confirming-santander-514,
5991,3715,,2022-03-30,2022-03-30 14:23:22.055987,1,6053,24059.09,24059.09,CONFIRMING SANTANDER,file/receipt_note/img30032022_0014.pdf,,,CONFIRMING SANTANDER,confirming-santander-515,
5992,1269,,2022-03-30,2022-03-30 14:30:02.346098,1,6054,2057.0,2057.0,CONFIRMING CAIXA,file/receipt_note/img30032022_0017.pdf,,,CONFIRMING CAIXA,confirming-caixa-341,1.0
5993,2842,,2022-03-30,2022-03-30 14:39:43.930600,1,6055,15041.82,15041.82,CONFIRMING SANTANDER,file/receipt_note/img30032022_0018.pdf,,,CONFIRMING SANTANDER,confirming-santander-516,
5994,3855,,2022-03-30,2022-03-30 14:47:25.887972,1,6056,2210.0,2210.0,CONFIRMING SANTANDER,file/receipt_note/img30032022_0019.pdf,,,CONFIRMING SANTANDER,confirming-santander-517,
5999,3476,,2022-03-29,2022-03-30 15:45:23.525184,1,6061,877.49,877.49,CONFIRMING CAIXA,file/receipt_note/img30032022_0025.pdf,,,CONFIRMING CAIXA,confirming-caixa-346,1.0
6002,3582,,2022-03-30,2022-03-30 16:00:12.810260,1,6064,850.6,850.6,CONFIRMING CAIXA,file/receipt_note/img30032022_0028.pdf,,,CONFIRMING CAIXA,confirming-caixa-349,
6007,2889,,2022-03-30,2022-03-31 08:08:00.962235,1,6069,943.14,943.14,CONFIRMING CAJAMAR,file/receipt_note/img31032022_0003.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1094,1.0
6009,973,,2022-03-30,2022-03-31 09:43:37.800820,1,6071,3465.22,3465.22,CONFIRMING CAJAMAR,file/receipt_note/img31032022_0005.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1096,
6011,3300,,2022-03-30,2022-03-31 09:50:25.220924,1,6073,2420.0,2420.0,CONFIRMING CAJAMAR,file/receipt_note/img31032022_0007.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1098,
6016,3634,,2022-03-31,2022-03-31 14:19:25.690155,1,6078,22828.4,22828.4,CONFIRMING CAIXA,file/receipt_note/img31032022_0013.pdf,,,CONFIRMING CAIXA,confirming-caixa-352,
6020,3768,,2022-01-14,2022-04-04 10:28:01.024633,1,6082,0.0,0.0,Solicitud Modificación de Instalaciones,file/receipt_note/Condiciones_tecnico_-_economicas.pdf,,,Solicitud Modificación de Instalaciones,solicitud-modificacion-de-instalaciones,1.0
6021,3715,,2022-04-04,2022-04-04 16:19:05.162084,1,6083,19221.0,19221.0,CONFIRMING DEUTSCHE,file/receipt_note/img04042022_0069.pdf,,,CONFIRMING DEUTSCHE,confirming-deutsche-565,
6025,3748,,2022-04-05,2022-04-06 07:49:34.562680,1,6087,3926.48,3926.48,CONFIRMING CAIXA,file/receipt_note/img06042022_0003.pdf,,,CONFIRMING CAIXA,confirming-caixa-354,
6026,875,,2022-04-05,2022-04-06 07:53:16.823588,1,6088,18150.0,18150.0,CONFIRMING SANTANDER,file/receipt_note/img06042022_0005.pdf,,,CONFIRMING SANTANDER,confirming-santander-524,
6028,3715,,2022-04-05,2022-04-06 08:01:14.059149,1,6090,8908.37,8908.37,CONFIRMING SANTANDER,file/receipt_note/img06042022_0008.pdf,,,CONFIRMING SANTANDER,confirming-santander-526,
6030,3666,,2022-04-05,2022-04-06 10:07:40.564780,1,6092,6752.41,6752.41,CONFRIRMING CAJAMAR,file/receipt_note/img06042022_0011.pdf,,,CONFRIRMING CAJAMAR,confrirming-cajamar,
6033,3134,,2022-04-05,2022-04-06 10:22:03.247460,1,6095,1113.2,1113.2,CONFIRMING CAJAMAR,file/receipt_note/img06042022_0014.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-1103,1.0
6034,3233,,2022-04-07,2022-04-07 10:10:47.267603,2,6096,0.0,0.0,*******EMBARGO AEAT 06/04/2022*******,file/receipt_note/EMBARGO_ARNAL_6_ABRIL_2022.pdf,,,*******EMBARGO AEAT 06/04/2022*******,embargo-aeat-06042022,
6035,3473,,2022-04-07,2022-04-07 10:14:48.772800,1,6097,0.0,0.0,*******EMBARGO AEAT 07/04/2022*******,file/receipt_note/Embargo_Senalmeria_07_04_2022.pdf,,,*******EMBARGO AEAT 07/04/2022*******,embargo-aeat-07042022,
6036,2842,,2022-04-07,2022-04-08 07:26:10.626351,1,6098,10000.0,10000.0,CONFIRMING SANTANDER,file/receipt_note/img08042022_0014.pdf,,,CONFIRMING SANTANDER,confirming-santander-527,
6037,2842,,2022-04-07,2022-04-08 07:28:36.061973,1,6099,17150.92,17150.92,CONFIRMING IBERCAJA,file/receipt_note/img08042022_0015.pdf,,,CONFIRMING IBERCAJA,confirming-ibercaja-477,
6038,1675,,2022-04-01,2022-04-08 07:30:35.593000,1,6100,256.85,256.85,PAGO EFECTIVO,file/receipt_note/img08042022_0016.pdf,,,PAGO EFECTIVO,pago-efectivo-6,
6039,75,,2022-04-07,2022-04-08 07:31:41.282069,1,6101,10186.62,10186.62,CONFIRMING SANTANDER,file/receipt_note/img08042022_0017.pdf,,,CONFIRMING SANTANDER,confirming-santander-528,
6040,2124,,2022-04-07,2022-04-08 07:34:35.626166,1,6102,1373.0,1373.0,CONFIRMING CAIXA,file/receipt_note/img08042022_0018.pdf,,,CONFIRMING CAIXA,confirming-caixa-355,
6043,3748,,2022-04-08,2022-04-08 10:33:56.098734,1,6105,15693.08,15693.08,CONFIRMING CAIXA,file/receipt_note/img08042022_0042.pdf,,,CONFIRMING CAIXA,confirming-caixa-356,
